date,company,ticker,action_type,ratio,action_details
2024-07-08,Chijet Motor Company Inc,CJET,Consolidation,1 for 30,Chijet Motor Company Inc. (CJET) performed a 1 for 30 consolidation. Holders will now hold 1 share of Chijet Motor Company Inc. (CJET) for every 30 shares previously held.
2024-07-08,1847 Holdings LLC,EFSH,Consolidation,1 for 13,1847 Holdings LLC (EFSH) performed a 1 for 13 consolidation. Holders will now hold 1 share of 1847 Holdings LLC (EFSH) for every 30 shares previously held.
2024-07-08,Goldsource Mines Inc,GXS,Merger,,Goldsource Mines Inc. (GXS) performed a merger. Holders will receive 0.22 shares of Mako Mining Corp (MKO) per share held.
2024-07-08,WestRock Co,WRK,Merger,,WestRock Co (WRK) performed a merger. Holders will receive 1 share of Smurfit WestRock plc (SW) plus 5.00 USD per share held.
2024-07-08,Harvest Brand Leaders Enhanced Income ETF,HBFE,Redemption,,Harvest Brand Leaders Enhanced Income ETF (HBFE) performed a mandatory redemption. Holders will receive 10.3069 CAD per unit held.
2024-07-08,Harvest Canadian Equity Enhanced Income Leaders ETF,HLFE,Redemption,,Harvest Canadian Equity Enhanced Income Leaders ETF (HLFE) performed a mandatory redemption. Holders will receive 9.4124 CAD per unit held.
2024-07-05,Cyngn Inc,CYN,Consolidation,1 for 100,Cyngn Inc (CYN) performed a 1 for 100 consolidation. Holders will now hold 1 share of Cyngn Inc (CYN) for every 100 shares previously held.
2024-07-05,Phio Pharmaceuticals Corp,PHIO,Consolidation,1 for 9,Phio Pharmaceuticals Corp (PHIO) performed a 1 for 9 consolidation. Holders will now hold 1 share of Phio Pharmaceuticals Corp (PHIO) for every 9 shares previously held.
2024-07-05,Cathedral Energy I,CET,Consolidation,1 for 7,Cathedral Energy I (CET) performed a 1 for 7 consolidation. Holders will now hold 1 share of ACT Energy Technologies Ltd. (ACX) for every 7 shares previously held.
2024-07-05,Blackwolf Copper and Gold Ltd,BWCG,Merger,,Blackwolf Copper and Gold Ltd (BWCG) performed a merger. Holders will receive 0.607 shares of Treasury Metals Inc. (TML) per share held.
2024-07-05,Blue Thunder Mining Inc,BLUE,Other,,Blue Thunder Mining Inc. (BLUE) performed a name and CUSIP change to Mines D'Or Orbec Inc. (BLUE)
2024-07-05,World Financial Split Corp,WFS,Consolidation,1 for 4,World Financial Split Corp. (WFS) performed a name change and 1 for 4 consolidation. Holders will receive 1 share of Premium Global Income Split Corp. (PGIC) for every 4 WFS shares previously held.
2024-07-05,Goldman Sachs Defensive Equity ETF,GDEF,Redemption,,Goldman Sachs Defensive Equity ETF (GDEF) performed a mandatory redemption. Holders will receive 48.5155 USD per unit held.
2024-07-04,G.E.T.T. Gold Inc,GETT,Consolidation,1 for 10,G.E.T.T. Gold Inc (GETT) performed a 1 for 10 consolidation. Holders will now hold 1 share of G.E.T.T. Gold Inc (GETT) for every 10 shares previously held.
2024-07-03,World Financial Split Corp,WFS,Consolidation,1 for 4,World Financial Split Corp (WFS) performed a 1 for 4 consolidation. Holders will now hold 1 share of World Financial Split Corp (WFS) for every 4 shares previously held.
2024-07-03,Nutex Health Inc,NUTX,Consolidation,1 for 10,Nutex Health Inc (NUTX) performed a 1 for 10 consolidation. Holders will now hold 1 share of Nutex Health Inc (NUTX) for every 10 shares previously held.
2024-07-03,Jiuzi Holdings Inc,JZXN,Consolidation,1 for 13,Jiuzi Holdings Inc (JZXN) performed a 1 for 13 consolidation. Holders will now hold 1 share of Jiuzi Holdings Inc (JZXN) for every 13 shares previously held.
2024-07-03,Datable Technology Corp,DAC,Consolidation,1 for 10,Datable Technology Corp. (DAC) performed a 1 for 10 consolidation. Holders will now hold 1 share of Datable Technology Corp. (DAC) for every 10 shares previously held.
2024-07-03,Medalist Diversified REIT Inc,MDRR,Consolidation,1 for 2,Medalist Diversified REIT Inc. (MDRR) performed a 1 for 2 consolidation. Holders will now hold 1 share of Medalist Diversified REIT Inc. (MDRR) for every 2 shares previously held.
2024-07-03,Akili Inc,AKLI,Merger,,Akili Inc. (AKLI) performed a merger. Holders will receive 0.434 USD per share held.
2024-07-03,Everbridge Inc,EVBG,Merger,,Everbridge Inc. (EVBG) performed a merger. Holders will receive 35.00 USD per share held.
2024-07-02,Six Flags Entertainment Corp,SIX,Merger,,Six Flags Entertainment Corp (SIX) performed a merger. Holders will receive 0.58 shares of (New) Six Flags Entertainment Corporation (FUN) per share held.
2024-07-02,Cedar Fair L.P.,FUN,Merger,,Cedar Fair L.P. (FUN) performed a merger. Holders will receive 1 share of (New) Six Flags Entertainment Corporation (FUN) per share held.
2024-07-02,Quebec Pegmatite Holdings Corp,QBC,Other,,Quebec Pegmatite Holdings Corp (QBC) performed a name and CUSIP change to LaFleur Minerals Inc. (LFLR)
2024-07-02,FNCB Bancorp Inc,FNCB,Merger,,FNCB Bancorp Inc (FNCB) performed a merger. Holders will receive 0.146 shares of Peoples Financial Services Corp (PFIS) per share held.
2024-07-02,Asset Entities Inc,ASST,Consolidation,1 for 5,Asset Entities Inc. (ASST) performed a 1 for 5 consolidation. Holders will now hold 1 share of Asset Entities Inc. (ASST) for every 5 shares previously held.
2024-07-02,Encore Wire Corp,WIRE,Merger,,Encore Wire Corp. (WIRE) performed a merger. Holders will receive 290.00 USD per share held.
2024-07-01,MingZhu Logistics Holdings Ltd,YGMZ,Consolidation,1 for 8,MingZhu Logistics Holdings Ltd (YGMZ) performed a 1 for 8 consolidation. Holders will now hold 1 share of MingZhu Logistics Holdings Ltd (YGMZ) for every 8 shares previously held.
2024-07-01,Reliance Global Group Inc,RELI,Consolidation,1 for 17,Reliance Global Group Inc. (RELI) performed a 1 for 17 consolidation. Holders will now hold 1 share of Reliance Global Group Inc. (RELI) for every 17 shares previously held.
2024-07-01,Kore Group Holdings Inc,KORE,Consolidation,1 for 5,Kore Group Holdings Inc (KORE) performed a 1 for 5 consolidation. Holders will now hold 1 share of Kore Group Holdings Inc (KORE) for every 5 shares previously held.
2024-07-01,Direxion Daily Junior Gold Miners Index Bear 2X Shares,JDST,Consolidation,1 for 10,Direxion Daily Junior Gold Miners Index Bear 2X Shares (JDST) performed a 1 for 10 consolidation. Holders will now hold 1 share of Direxion Daily Junior Gold Miners Index Bear 2X Shares (JDST) for every 10 shares previously held.
2024-07-01,Dare Bioscience Inc,DARE,Consolidation,1 for 12,Dare Bioscience Inc (DARE) performed a 1 for 12 consolidation. Holders will now hold 1 share of Dare Bioscience Inc (DARE) for every 12 shares previously held.
2024-07-01,Azitra Inc,AZTR,Consolidation,1 for 30,Azitra Inc. (AZTR) performed a 1 for 30 consolidation. Holders will now hold 1 share of Azitra Inc. (AZTR) for every 30 shares previously held.
2024-07-01,Catcha Investment Corp,CHAA,Merger,,Catcha Investment Corp (Class A) (CHAA) performed a merger. Holders will receive 1 share of Crown LNG Holdings AS per share held.
2024-07-01,Apartment Income REIT Corp,AIRC,Merger,,Apartment Income REIT Corp (Class A) (AIRC) performed a merger. Holders will receive 39.12 USD per share held.
2024-07-01,Vericity Inc,VERY,Merger,,Vericity Inc (VERY) performed a merger. Holders will receive 11.43 USD per share held.
2024-06-28,Spey Resources Corp,SPEY,Consolidation,1 for 10,Spey Resources Corp (SPEY) performed a 1 for 10 consolidation. Holders will now hold 1 share of Spey Resources Corp (SPEY) for every 10 shares previously held.
2024-06-28,Wheeler Real Estate Investment Trust Inc,WHLR,Consolidation,1 for 5,Wheeler Real Estate Investment Trust Inc. (WHLR) performed a 1 for 5 consolidation. Holders will now hold 1 share of Wheeler Real Estate Investment Trust Inc. (WHLR) for every 5 shares previously held.
2024-06-28,Nuwellis Inc,NUWE,Consolidation,1 for 35,Nuwellis Inc (NUWE) performed a 1 for 35 consolidation. Holders will now hold 1 share of Nuwellis Inc (NUWE) for every 35 shares previously held.
2024-06-28,Eddy Smart Home Solutions Limited,EDY,Consolidation,1 for 100,Eddy Smart Home Solutions Limited (EDY) performed a 1 for 100 consolidation. Holders will now hold 1 share of Eddy Smart Home Solutions Limited (EDY) for every 100 shares previously held.
2024-06-28,INSPRTION ENER RG,ISP,Consolidation,1 for 5,INSPRTION ENER RG (ISP) performed a 1 for 5 consolidation. Holders will now hold 1 share of INSPRTION ENER RG (ISP) for every 5 shares previously held.
2024-06-28,Hercules Silver Corp,BIG,Other,,Hercules Silver Corp (BIG) performed a name and CUSIP change to Hercules Metals Corp. (BIG)
2024-06-28,American Future Fuel Corp,AMPS,Merger,,American Future Fuel Corp (AMPS) performed a merger. Holders will receive 0.17 share of Premier American Uranium Inc. (PUR) per share held.
2024-06-28,HireRight Holdings Corp,HRT,Merger,,HireRight Holdings Corp (Class A) (HRT) performed a merger. Holders will receive 14.35 USD per share held.
2024-06-27,Rigel Pharmaceuticals,RIGL,Consolidation,1 for 10,Rigel Pharmaceuticals (RIGL) performed a 1 for 10 consolidation. Holders will now hold 1 share of Rigel Pharmaceuticals (RIGL) for every 10 shares previously held.
2024-06-27,Connexa Sports Technologies Inc,YYAI,Consolidation,1 for 20,Connexa Sports Technologies Inc. (YYAI) performed a 1 for 20 consolidation. Holders will now hold 1 share of Connexa Sports Technologies Inc. (YYAI) for every 20 shares previously held.
2024-06-27,Western Atlas Resources Inc,WA,Other,,Western Atlas Resources Inc. (WA) performed a name and CUSIP change to Seasif Exploration Inc. (SAF).
2024-06-27,General Assembly Holdings Limited,GA,Other,,General Assembly Holdings Limited (GA) performed a name and CUSIP change to CanPR Technology Inc. (WPR).
2024-06-27,Fortuna Silver Mines Inc,FVI,Other,,Fortuna Silver Mines Inc. (FVI) performed a name and CUSIP change to Fortuna Mining Corp (FVI).
2024-06-27,Model N Inc,MODN,Merger,,Model N Inc (MODN) performed a merger. Holders will receive 30 USD per share held.
2024-06-26,Staffing 360 Solutions Inc,STAF,Consolidation,1 for 10,Staffing 360 Solutions Inc (STAF) performed a 1 for 10 consolidation. Holders will now hold 1 share of Staffing 360 Solutions Inc (STAF) for every 10 shares previously held.
2024-06-26,Singular Genomics Systems Inc,OMIC,Consolidation,1 for 30,Singular Genomics Systems Inc (OMIC) performed a 1 for 30 consolidation. Holders will now hold 1 share of Singular Genomics Systems Inc (OMIC) for every 30 shares previously held.
2024-06-26,Chipotle Mexican Grill,CMG,Stock Split,50 for 1,Chipotle Mexican Grill (CMG) performed a 50 for 1 stock split. Holders will now hold 50 shares of Chipotle Mexican Grill (CMG) for every 1 share previously held.
2024-06-26,Nanostring Technologies Inc,NSTGQ,Reorganization,,Nanostring Technologies Inc (NSTGQ) performed a reorganization. Holders will receive 1 escrow share per share held.
2024-06-25,Nikola Corporation,NKLA,Consolidation,1 for 30,Nikola Corporation (NKLA) performed a 1 for 30 consolidation. Holders will now hold 1 share of Nikola Corporation (NKLA) for every 30 shares previously held.
2024-06-25,Crown Electrokinetics Corp,CRKN,Consolidation,1 for 150,Crown Electrokinetics Corp (CRKN) performed a 1 for 150 consolidation. Holders will now hold 1 share of Crown Electrokinetics Corp (CRKN) for every 150 shares previously held.
2024-06-25,Illumina Inc,ILMN,Spinoff,,"Illumina Inc. (ILMN) performed a spinoff distribution. Holders will receive 0.1667 share of GRAIL Inc. (GRAL.V) per 1 Illumina Inc. (ILMN) shares held as of record date of June 13, 2024."
2024-06-25,Arrow Canadian Advantage Alternative Class ETF,ACAA,Other,,Arrow Canadian Advantage Alternative Class ETF (ACAA) performed a name and CUSIP change to Arrow Long/Short Alternative Fund (ACAA).
2024-06-25,Digital Health Acquisition Corp,DHAC,Merger,,Digital Health Acquisition Corp (DHAC) performed a merger. Holders will receive 1 share of VSee Health Inc. (VSEE) per share held.
2024-06-24,AdTheorent Holding Company Inc,ADTH,Merger,,AdTheorent Holding Company Inc (ADTH) performed a merger. Holders will receive 3.21 USD per unit held.
2024-06-24,Capitol Series Trust - Clockwise Capital Innovation ETF,TIME,Reorganization,,Capitol Series Trust - Clockwise Capital Innovation ETF (TIME) performed a reorganization. Holders will receive 1 unit of Tidal Trust II Clockwise Core Equity & Innovation ETF per unit held.
2024-06-24,Templeton Global Income Fund Inc,SABA,Consolidation,1 for 2,Templeton Global Income Fund Inc (SABA) performed a name change and 1 for 2 consolidation. Holders will now hold 1 share of Templeton Global Income Fund Inc (SABA) for every 2 shares previously held.
2024-06-24,Chemistree Technology Inc,CHM,Consolidation,1 for 10,Chemistree Technology Inc (CHM) performed a name change and 1 for 10 consolidation. Holders will now hold 1 share of Waverunner Capital Inc. (WRUN) for every 10 shares previously held.
2024-06-24,Barrett Business Services Inc,BBSI,Stock Split,4 for 1,Barrett Business Services Inc. (BBSI) performed a 4 for 1 stock split. Holders will now hold 4 shares of Barrett Business Services Inc. (BBSI) for every 1 share previously held.
2024-06-24,TD Morningstar ESG U.S. Corporate Bond Index ETF,TMUC,Redemption,,TD Morningstar ESG U.S. Corporate Bond Index ETF (TMUC) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,TD Morningstar ESG Canada Corporate Bond Index ETF - CAD,TMCC,Redemption,,TD Morningstar ESG Canada Corporate Bond Index ETF - CAD (TMCC) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,TD Morningstar ESG International Equity Index ETF,TMEI,Redemption,,TD Morningstar ESG International Equity Index ETF (TMEI) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,TD Morningstar ESG U.S. Equity Index ETF,TMEU,Redemption,,TD Morningstar ESG U.S. Equity Index ETF (TMEU) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,TD Income BTD Morningstar ESG Canada Equity Index ETF,TMEC,Redemption,,TD Income BTD Morningstar ESG Canada Equity Index ETF (TMEC) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,TD Income Builder ETF,TPAY,Redemption,,TD Income Builder ETF (TPAY) performed a mandatory redemption. Details of the event are still to be determined.
2024-06-24,Vizsla Silver Corp,VZLA,Other,,Vizsla Silver Corp (VZLA) performed a plan of arrangement. Holders will receive 1 new share of Vizsla Silver Corp (VZLA) and 1/3 shares Vizsla Royalties Corp plus 1/3 Vizsla Royalties Corp warrants per share originally held.
2024-06-21,AVROBIO Inc,AVRO,Consolidation,1 for 12,AVROBIO Inc. (AVRO) performed a 1 for 12 consolidation. Holders will now hold 1 share of AVROBIO Inc. (AVRO) plus 1 CVR for every 12 shares previously held.
2024-06-21,Qilian International Holding Group Ltd,QLI,Consolidation,1 for 5,Qilian International Holding Group Ltd (QLI) performed a 1 for 5 consolidation. Holders will now hold 1 share of Qilian International Holding Group Ltd (QLI) for every 5 shares previously held.
2024-06-21,Transphorm Inc,TGAN,Merger,,Transphorm Inc. (TGAN) performed a merger. Holders will receive 5.10 USD per share.
2024-06-21,Ace Global Business Acquisition Ltd,ACBA,Acquisition,,Ace Global Business Acquisition Ltd (ACBA) performed a mandatory liquidation. Holders will receive 12.25816607 USD per share.
2024-06-20,Bluejay Diagnostics Inc,BJDX,Consolidation,1 for 8,Bluejay Diagnostics Inc. (BJDX) performed a 1 for 8 consolidation. Holders will now hold 1 share of Bluejay Diagnostics Inc. (BJDX) for every 8 shares previously held.
2024-06-20,Atara Biotherapeutics Inc,ATRA,Consolidation,1 for 25,Atara Biotherapeutics Inc. (ATRA) performed a 1 for 25 consolidation. Holders will now hold 1 share of Atara Biotherapeutics Inc. (ATRA) for every 25 shares previously held.
2024-06-19,Eureka Lithium Corp,ERKA,Consolidation,1 for 10,Eureka Lithium Corp (ERKA) performed a 1 for 10 consolidation. Holders will now hold 1 share of Eureka Lithium Corp (ERKA) for every 10 shares previously held.
2024-06-18,VS Media Holdings Limited,VSME,Consolidation,1 for 7,VS Media Holdings Limited (VSME) performed a 1 for 7 consolidation. Holders will now hold 1 share of VS Media Holdings Limited (VSME) for every 7 shares previously held.
2024-06-18,Regenx Tech Corp,RGX,Consolidation,1 for 2,Regenx Tech Corp (RGX) performed a 1 for 2 consolidation. Holders will now hold 1 share of Regenx Tech Corp (RGX) for every 2 shares previously held.
2024-06-18,GRI Bio Inc,GRI,Consolidation,1 for 13,GRI Bio Inc (GRI) performed a 1 for 13 consolidation. Holders will now hold 1 share of GRI Bio Inc (GRI) for every 13 shares previously held.
2024-06-18,"Forward Industries, Inc",FORD,Consolidation,1 for 10,"Forward Industries, Inc. (FORD) performed a 1 for 10 consolidation. Holders will now hold 1 share of Forward Industries, Inc. (FORD) for every 10 shares previously held."
